,file_name,page_nr,panel_nr,balloon_nr,utterance,raw_annotation,raw_emotion,raw_speaker_id,emotion,speaker_id,split
1469,QC copy - 1502 - 09 Mundos sin Liga de la Justicia Green Lantern 1 - DCVMM Lobo.xlsx,3,2,6,""" THEN THE STRANGERS LIFTED UP THEIR EYES, AND SAW THEM COMING OVER AGAINST THEM. ""","2024-08-28 - aselermekova20
Feeling:AN0-DI0-FE5-SA0-SU5-JO0

2024-08-28 - aselermekova20
SpokenBy:ID-1","2024-08-28 - aselermekova20
Feeling:AN0-DI0-FE5-SA0-SU5-JO0","2024-08-28 - aselermekova20
SpokenBy:ID-1",AN0-DI0-FE5-SA0-SU5-JO0,ID-1,TRAIN
1470,QC copy - 1502 - 09 Mundos sin Liga de la Justicia Green Lantern 1 - DCVMM Lobo.xlsx,3,3,1,AFTER REPORT ESTIMATIONS INDICATE THAT THE KHUND DELEGATION WAS SLAUGHTERED AT A 99.965 PERCENT EFFICIENCY LEVEL.,"2024-08-28 - aselermekova20
Feeling:AN0-DI0-FE0-SA0-SU0-JO3

2024-08-28 - aselermekova20
SpokenBy:ID-2","2024-08-28 - aselermekova20
Feeling:AN0-DI0-FE0-SA0-SU0-JO3","2024-08-28 - aselermekova20
SpokenBy:ID-2",AN0-DI0-FE0-SA0-SU0-JO3,ID-2,TRAIN
1471,QC copy - 1502 - 09 Mundos sin Liga de la Justicia Green Lantern 1 - DCVMM Lobo.xlsx,3,3,2,HM. I WOULD ASSUME THAT IS WELL ABOVE THE STANDARD EXPECTED DEVIATION.,"2024-08-28 - aselermekova20
Feeling:AN0-DI0-FE0-SA0-SU0-JO3

2024-08-28 - aselermekova20
SpokenBy:Director","2024-08-28 - aselermekova20
Feeling:AN0-DI0-FE0-SA0-SU0-JO3","2024-08-28 - aselermekova20
SpokenBy:Director",AN0-DI0-FE0-SA0-SU0-JO3,Director,TRAIN
1472,QC copy - 1502 - 09 Mundos sin Liga de la Justicia Green Lantern 1 - DCVMM Lobo.xlsx,3,3,3,YES. QUITE.,"2024-08-28 - aselermekova20
Feeling:AN0-DI0-FE0-SA0-SU0-JO5

2024-08-28 - aselermekova20
SpokenBy:ID-2","2024-08-28 - aselermekova20
Feeling:AN0-DI0-FE0-SA0-SU0-JO5","2024-08-28 - aselermekova20
SpokenBy:ID-2",AN0-DI0-FE0-SA0-SU0-JO5,ID-2,TRAIN
1473,QC copy - 1502 - 09 Mundos sin Liga de la Justicia Green Lantern 1 - DCVMM Lobo.xlsx,3,3,4,""" WHEREFORE THEY WENT OUT OF THE CAMP TO BATTLE; BUT THEY THAT WERE WITH JUDAS SOUNDED THEIR TRUMPETS. ""","2024-08-28 - aselermekova20
Feeling:AN0-DI0-FE0-SA0-SU5-JO0

2024-08-28 - aselermekova20
SpokenBy:ID-1","2024-08-28 - aselermekova20
Feeling:AN0-DI0-FE0-SA0-SU5-JO0","2024-08-28 - aselermekova20
SpokenBy:ID-1",AN0-DI0-FE0-SA0-SU5-JO0,ID-1,TRAIN
1474,QC copy - 1502 - 09 Mundos sin Liga de la Justicia Green Lantern 1 - DCVMM Lobo.xlsx,4,1,1,@LOBO THE CZARNIAN. BE WARNED.,"2024-08-28 - aselermekova20
Feeling:AN3-DI0-FE0-SA0-SU0-JO0

2024-08-28 - aselermekova20
SpokenBy:ID-3 ","2024-08-28 - aselermekova20
Feeling:AN3-DI0-FE0-SA0-SU0-JO0","2024-08-28 - aselermekova20
SpokenBy:ID-3 ",AN3-DI0-FE0-SA0-SU0-JO0,ID-3 ,TRAIN
1475,QC copy - 1502 - 09 Mundos sin Liga de la Justicia Green Lantern 1 - DCVMM Lobo.xlsx,4,1,2,@BY ORDER OF THE 432ND HIGH COUNCIL UNDER THE RULE OF BLESSED EMPEROR SLAZZAKK THE BETEETHED.,"2024-08-28 - aselermekova20
Feeling:AN3-DI0-FE0-SA0-SU0-JO0

2024-08-28 - aselermekova20
SpokenBy:ID-3 ","2024-08-28 - aselermekova20
Feeling:AN3-DI0-FE0-SA0-SU0-JO0","2024-08-28 - aselermekova20
SpokenBy:ID-3 ",AN3-DI0-FE0-SA0-SU0-JO0,ID-3 ,TRAIN
1476,QC copy - 1502 - 09 Mundos sin Liga de la Justicia Green Lantern 1 - DCVMM Lobo.xlsx,4,1,3,@YOU HAVE BEEN PERMANENTLY BANNED FROM ENTERING SPACE SECTOR3773. THIS ORDER IS EFFECTIVE NOW AND IN PERPETUITY.,"2024-08-28 - aselermekova20
Feeling:AN5-DI0-FE0-SA0-SU0-JO0

2024-08-28 - aselermekova20
SpokenBy:ID-3 ","2024-08-28 - aselermekova20
Feeling:AN5-DI0-FE0-SA0-SU0-JO0","2024-08-28 - aselermekova20
SpokenBy:ID-3 ",AN5-DI0-FE0-SA0-SU0-JO0,ID-3 ,TRAIN
1477,QC copy - 1502 - 09 Mundos sin Liga de la Justicia Green Lantern 1 - DCVMM Lobo.xlsx,4,1,4,""" BUT HE MOCKED THEM, AND LAUGHED AT THEM, AND ABUSED THEM SHAMEFULLY, AND SPAKE PROUDLY…""","2024-08-28 - aselermekova20
Feeling:AN0-DI0-FE0-SA0-SU5-JO5

2024-08-28 - aselermekova20
SpokenBy:ID-1","2024-08-28 - aselermekova20
Feeling:AN0-DI0-FE0-SA0-SU5-JO5","2024-08-28 - aselermekova20
SpokenBy:ID-1",AN0-DI0-FE0-SA0-SU5-JO5,ID-1,TRAIN
1478,QC copy - 1502 - 09 Mundos sin Liga de la Justicia Green Lantern 1 - DCVMM Lobo.xlsx,4,2,1,@FAILURE TO COMPLY WITH THIS ORDER WILL RESULT IN A NUMBER OF PREDETERMINED OUTCOMES.,"2024-08-28 - aselermekova20
Feeling:AN5-DI0-FE0-SA0-SU3-JO0

2024-08-28 - aselermekova20
SpokenBy:ID-3 ","2024-08-28 - aselermekova20
Feeling:AN5-DI0-FE0-SA0-SU3-JO0","2024-08-28 - aselermekova20
SpokenBy:ID-3 ",AN5-DI0-FE0-SA0-SU3-JO0,ID-3 ,TRAIN
1479,QC copy - 1502 - 09 Mundos sin Liga de la Justicia Green Lantern 1 - DCVMM Lobo.xlsx,4,2,2,"@FIRST, YOUR BODY WILL BE DECIMATED IN AS PAINFUL A PROCESS AS IS PERMITTED BY CIRCUMSTANCES.","2024-08-28 - aselermekova20
Feeling:AN5-DI2-FE0-SA0-SU0-JO0

2024-08-28 - aselermekova20
SpokenBy:ID-3 ","2024-08-28 - aselermekova20
Feeling:AN5-DI2-FE0-SA0-SU0-JO0","2024-08-28 - aselermekova20
SpokenBy:ID-3 ",AN5-DI2-FE0-SA0-SU0-JO0,ID-3 ,TRAIN
1480,QC copy - 1502 - 09 Mundos sin Liga de la Justicia Green Lantern 1 - DCVMM Lobo.xlsx,4,2,3,"@SECOND, ANYONE WHO HAS EVER KNOWN YOU OR KNOWN OF YOU WILL BE HUNTED DOWN AND EXECUTED.","2024-08-28 - aselermekova20
Feeling:AN5-DI0-FE0-SA0-SU0-JO0

2024-08-28 - aselermekova20
SpokenBy:ID-3 ","2024-08-28 - aselermekova20
Feeling:AN5-DI0-FE0-SA0-SU0-JO0","2024-08-28 - aselermekova20
SpokenBy:ID-3 ",AN5-DI0-FE0-SA0-SU0-JO0,ID-3 ,TRAIN
1481,QC copy - 1502 - 09 Mundos sin Liga de la Justicia Green Lantern 1 - DCVMM Lobo.xlsx,4,2,4,"@THIRD, YOUR NAME, IMAGE, AND MEMORY SHALL BE ERASED AND CENSURED FOR THE REMAINDER OF TIME.","2024-08-28 - aselermekova20
Feeling:AN5-DI0-FE0-SA0-SU0-JO0

2024-08-28 - aselermekova20
SpokenBy:ID-3 ","2024-08-28 - aselermekova20
Feeling:AN5-DI0-FE0-SA0-SU0-JO0","2024-08-28 - aselermekova20
SpokenBy:ID-3 ",AN5-DI0-FE0-SA0-SU0-JO0,ID-3 ,TRAIN
1482,QC copy - 1502 - 09 Mundos sin Liga de la Justicia Green Lantern 1 - DCVMM Lobo.xlsx,4,2,5,"""… AND SWARE IN HIS WRATH, SAYING, UNLESS JUDAS AND HIS HOST BE NOW DELIVERED INTO MY HANDS… ""","2024-08-28 - aselermekova20
Feeling:AN5-DI0-FE0-SA0-SU5-JO0

2024-08-28 - aselermekova20
SpokenBy:ID-1 ","2024-08-28 - aselermekova20
Feeling:AN5-DI0-FE0-SA0-SU5-JO0","2024-08-28 - aselermekova20
SpokenBy:ID-1 ",AN5-DI0-FE0-SA0-SU5-JO0,ID-1 ,TRAIN
1483,QC copy - 1502 - 09 Mundos sin Liga de la Justicia Green Lantern 1 - DCVMM Lobo.xlsx,4,3,1,@DO YOU HAVE ANY QUESTIONS REGARDING THIS ORDER?,"2024-08-28 - aselermekova20
Feeling:AN0-DI0-FE0-SA0-SU3-JO0

2024-08-28 - aselermekova20
SpokenBy:ID-3 ","2024-08-28 - aselermekova20
Feeling:AN0-DI0-FE0-SA0-SU3-JO0","2024-08-28 - aselermekova20
SpokenBy:ID-3 ",AN0-DI0-FE0-SA0-SU3-JO0,ID-3 ,TRAIN
1484,QC copy - 1502 - 09 Mundos sin Liga de la Justicia Green Lantern 1 - DCVMM Lobo.xlsx,4,3,2," ""… IF EVER I COME AGAIN IN SAFETY, I WILL BURN UP THIS HOUSE: AND WITH THAT HE WENT OUT IN A GREAT RAGE. ""","2024-08-28 - aselermekova20
Feeling:AN5-DI0-FE0-SA0-SU5-JO0

2024-08-28 - aselermekova20
SpokenBy:ID-1 ","2024-08-28 - aselermekova20
Feeling:AN5-DI0-FE0-SA0-SU5-JO0","2024-08-28 - aselermekova20
SpokenBy:ID-1 ",AN5-DI0-FE0-SA0-SU5-JO0,ID-1 ,TRAIN
1485,QC copy - 1502 - 09 Mundos sin Liga de la Justicia Green Lantern 1 - DCVMM Lobo.xlsx,4,4,1,"YEAH, Y'KNOW WHAT, I DO GOT A QUESTION.","2024-08-28 - aselermekova20
Feeling:AN5-DI0-FE0-SA0-SU2-JO0

2024-08-28 - aselermekova20
SpokenBy:Lobo","2024-08-28 - aselermekova20
Feeling:AN5-DI0-FE0-SA0-SU2-JO0","2024-08-28 - aselermekova20
SpokenBy:Lobo",AN5-DI0-FE0-SA0-SU2-JO0,Lobo,TRAIN
1486,QC copy - 1502 - 09 Mundos sin Liga de la Justicia Green Lantern 1 - DCVMM Lobo.xlsx,4,4,2,I KEEP GETTING THESE BLOODSTAINS ON MY HOG FROM YOU PEOPLE. I'M HAVING A HELL OF A TIME WITH THEM.,"2024-08-28 - aselermekova20
Feeling:AN5-DI5-FE0-SA0-SU0-JO0

2024-08-28 - aselermekova20
SpokenBy:Lobo","2024-08-28 - aselermekova20
Feeling:AN5-DI5-FE0-SA0-SU0-JO0","2024-08-28 - aselermekova20
SpokenBy:Lobo",AN5-DI5-FE0-SA0-SU0-JO0,Lobo,TRAIN
1487,QC copy - 1502 - 09 Mundos sin Liga de la Justicia Green Lantern 1 - DCVMM Lobo.xlsx,4,4,3,"IS THERE, LIKE, A SPECIAL OIL OR SOMETHING I'M SUPPOSED TO USE TO GET THEM OUT?","2024-08-28 - aselermekova20
Feeling:AN5-DI5-FE0-SA0-SU3-JO0

2024-08-28 - aselermekova20
SpokenBy:Lobo","2024-08-28 - aselermekova20
Feeling:AN5-DI5-FE0-SA0-SU3-JO0","2024-08-28 - aselermekova20
SpokenBy:Lobo",AN5-DI5-FE0-SA0-SU3-JO0,Lobo,TRAIN
1488,QC copy - 1502 - 09 Mundos sin Liga de la Justicia Green Lantern 1 - DCVMM Lobo.xlsx,4,4,4,""" BUT JUDAS PITCHED IN ADASA WITH THREE THOUSAND MEN, AND THERE HE PRAYED, SAYING… ""","2024-08-28 - aselermekova20
Feeling:AN0-DI0-FE0-SA5-SU3-JO0

2024-08-28 - aselermekova20
SpokenBy:ID-1 ","2024-08-28 - aselermekova20
Feeling:AN0-DI0-FE0-SA5-SU3-JO0","2024-08-28 - aselermekova20
SpokenBy:ID-1 ",AN0-DI0-FE0-SA5-SU3-JO0,ID-1 ,TRAIN
1489,QC copy - 1502 - 09 Mundos sin Liga de la Justicia Green Lantern 1 - DCVMM Lobo.xlsx,5,1,1,""" O LORD…","2024-08-28 - aselermekova20
Feeling:AN0-DI0-FE0-SA0-SU5-JO0

2024-08-28 - aselermekova20
SpokenBy:ID-1 ","2024-08-28 - aselermekova20
Feeling:AN0-DI0-FE0-SA0-SU5-JO0","2024-08-28 - aselermekova20
SpokenBy:ID-1 ",AN0-DI0-FE0-SA0-SU5-JO0,ID-1 ,TRAIN
1490,QC copy - 1502 - 09 Mundos sin Liga de la Justicia Green Lantern 1 - DCVMM Lobo.xlsx,5,2,1,"""… WHEN THEY THAT WERE SENT FROM THE KING OF THE ASSYRIANS BLASPHEMED…","2024-08-28 - aselermekova20
Feeling:AN5-DI0-FE0-SA0-SU3-JO0

2024-08-28 - aselermekova20
SpokenBy:ID-1 ","2024-08-28 - aselermekova20
Feeling:AN5-DI0-FE0-SA0-SU3-JO0","2024-08-28 - aselermekova20
SpokenBy:ID-1 ",AN5-DI0-FE0-SA0-SU3-JO0,ID-1 ,TRAIN
1491,QC copy - 1502 - 09 Mundos sin Liga de la Justicia Green Lantern 1 - DCVMM Lobo.xlsx,5,3,1,"""… THINE ANGEL WENT OUT, AND SMOTE AN HUNDRED FOURSCORE AND FIVE THOUSAND OF THEM.","2024-08-28 - aselermekova20
Feeling:AN0-DI0-FE0-SA0-SU5-JO5

2024-08-28 - aselermekova20
SpokenBy:ID-1 ","2024-08-28 - aselermekova20
Feeling:AN0-DI0-FE0-SA0-SU5-JO5","2024-08-28 - aselermekova20
SpokenBy:ID-1 ",AN0-DI0-FE0-SA0-SU5-JO5,ID-1 ,TRAIN
1492,QC copy - 1502 - 09 Mundos sin Liga de la Justicia Green Lantern 1 - DCVMM Lobo.xlsx,5,4,1,""" EVEN SO DESTROY THOU THIS HOST BEFORE US THIS DAY, THAT THE REST MAY KNOW THAT HE HATH SPOKEN BLASPHEMOUSLY AGAINST THY SANCTUARY…","2024-08-28 - aselermekova20
Feeling:AN5-DI0-FE0-SA0-SU0-JO0

2024-08-28 - aselermekova20
SpokenBy:ID-1 ","2024-08-28 - aselermekova20
Feeling:AN5-DI0-FE0-SA0-SU0-JO0","2024-08-28 - aselermekova20
SpokenBy:ID-1 ",AN5-DI0-FE0-SA0-SU0-JO0,ID-1 ,TRAIN
1493,QC copy - 1502 - 09 Mundos sin Liga de la Justicia Green Lantern 1 - DCVMM Lobo.xlsx,5,5,1,"""… AND JUDGE THOU HIM ACCORDING TO HIS WICKEDNESS. ""","2024-08-28 - aselermekova20
Feeling:AN5-DI0-FE0-SA0-SU0-JO0

2024-08-28 - aselermekova20
SpokenBy:ID-1 ","2024-08-28 - aselermekova20
Feeling:AN5-DI0-FE0-SA0-SU0-JO0","2024-08-28 - aselermekova20
SpokenBy:ID-1 ",AN5-DI0-FE0-SA0-SU0-JO0,ID-1 ,TRAIN
1494,QC copy - 1502 - 09 Mundos sin Liga de la Justicia Green Lantern 1 - DCVMM Lobo.xlsx,6,1,1,"I WANT YOU TO KNOW, I'M DOING THIS FOR THE FISH.","2024-08-28 - aselermekova20
Feeling:AN5-DI0-FE0-SA0-SU5-JO0

2024-08-28 - aselermekova20
SpokenBy:Lobo","2024-08-28 - aselermekova20
Feeling:AN5-DI0-FE0-SA0-SU5-JO0","2024-08-28 - aselermekova20
SpokenBy:Lobo",AN5-DI0-FE0-SA0-SU5-JO0,Lobo,TRAIN
1495,QC copy - 1502 - 09 Mundos sin Liga de la Justicia Green Lantern 1 - DCVMM Lobo.xlsx,6,1,2,I'M NOT HAVING FUN.,"2024-08-28 - aselermekova20
Feeling:AN5-DI0-FE0-SA2-SU2-JO0

2024-08-28 - aselermekova20
SpokenBy:Lobo","2024-08-28 - aselermekova20
Feeling:AN5-DI0-FE0-SA2-SU2-JO0","2024-08-28 - aselermekova20
SpokenBy:Lobo",AN5-DI0-FE0-SA2-SU2-JO0,Lobo,TRAIN
1496,QC copy - 1502 - 09 Mundos sin Liga de la Justicia Green Lantern 1 - DCVMM Lobo.xlsx,6,1,3,""" WHEREUPON THEY CAME FORTH OUT OF ALL THE TOWNS OF JUDEA ROUND ABOUT, AND CLOSED THEM IN…""","2024-08-28 - aselermekova20
Feeling:AN0-DI0-FE0-SA5-SU0-JO0

2024-08-28 - aselermekova20
SpokenBy:ID-1","2024-08-28 - aselermekova20
Feeling:AN0-DI0-FE0-SA5-SU0-JO0","2024-08-28 - aselermekova20
SpokenBy:ID-1",AN0-DI0-FE0-SA5-SU0-JO0,ID-1,TRAIN
1497,QC copy - 1502 - 09 Mundos sin Liga de la Justicia Green Lantern 1 - DCVMM Lobo.xlsx,6,2,1,"OKAY, I'M HAVING A LITTLE FUN.","2024-08-28 - aselermekova20
Feeling:AN0-DI0-FE0-SA0-SU3-JO3

2024-08-28 - aselermekova20
SpokenBy:Lobo","2024-08-28 - aselermekova20
Feeling:AN0-DI0-FE0-SA0-SU3-JO3","2024-08-28 - aselermekova20
SpokenBy:Lobo",AN0-DI0-FE0-SA0-SU3-JO3,Lobo,TRAIN
1498,QC copy - 1502 - 09 Mundos sin Liga de la Justicia Green Lantern 1 - DCVMM Lobo.xlsx,6,2,2,BUT IT'S STILL MOSTLY FOR THE FRAGGING FISH.,"2024-08-28 - aselermekova20
Feeling:AN0-DI0-FE0-SA0-SU0-JO5

2024-08-28 - aselermekova20
SpokenBy:Lobo","2024-08-28 - aselermekova20
Feeling:AN0-DI0-FE0-SA0-SU0-JO5","2024-08-28 - aselermekova20
SpokenBy:Lobo",AN0-DI0-FE0-SA0-SU0-JO5,Lobo,TRAIN
1499,QC copy - 1502 - 09 Mundos sin Liga de la Justicia Green Lantern 1 - DCVMM Lobo.xlsx,6,2,3,"""… SO THAT THEY, TURNING BACK UPON THEM THAT PURSUED THEM, WERE ALL SLAIN WITH THE SWORD, AND NOT ONE OF THEM WAS LEFT. ""","2024-08-28 - aselermekova20
Feeling:AN0-DI0-FE0-SA5-SU0-JO0

2024-08-28 - aselermekova20
SpokenBy:ID-1","2024-08-28 - aselermekova20
Feeling:AN0-DI0-FE0-SA5-SU0-JO0","2024-08-28 - aselermekova20
SpokenBy:ID-1",AN0-DI0-FE0-SA5-SU0-JO0,ID-1,TRAIN
1500,QC copy - 1502 - 09 Mundos sin Liga de la Justicia Green Lantern 1 - DCVMM Lobo.xlsx,6,3,1,"AT THIS POINT, IF I HAD TO BE HONEST, IT'S PROBABLY FIFTY PERCENT FISH, FIFTY PERCENT FUN.","2024-08-28 - aselermekova20
Feeling:AN0-DI0-FE0-SA0-SU3-JO3

2024-08-28 - aselermekova20
SpokenBy:Lobo","2024-08-28 - aselermekova20
Feeling:AN0-DI0-FE0-SA0-SU3-JO3","2024-08-28 - aselermekova20
SpokenBy:Lobo",AN0-DI0-FE0-SA0-SU3-JO3,Lobo,TRAIN
1501,QC copy - 1502 - 09 Mundos sin Liga de la Justicia Green Lantern 1 - DCVMM Lobo.xlsx,6,3,2,""" AFTERWARDS THEY TOOK THE SPOILS, AND THE PREY, AND SMOTE OFF NICANORS HEAD, AND HIS RIGHT HAND…""","2024-08-28 - aselermekova20
Feeling:AN0-DI0-FE0-SA5-SU5-JO0

2024-08-28 - aselermekova20
SpokenBy:ID-1","2024-08-28 - aselermekova20
Feeling:AN0-DI0-FE0-SA5-SU5-JO0","2024-08-28 - aselermekova20
SpokenBy:ID-1",AN0-DI0-FE0-SA5-SU5-JO0,ID-1,TRAIN
1502,QC copy - 1502 - 09 Mundos sin Liga de la Justicia Green Lantern 1 - DCVMM Lobo.xlsx,6,4,1,"YEAH, ALL RIGHT, IT'S MOSTLY FUN.","2024-08-28 - aselermekova20
Feeling:AN0-DI0-FE0-SA0-SU3-JO5

2024-08-28 - aselermekova20
SpokenBy:Lobo","2024-08-28 - aselermekova20
Feeling:AN0-DI0-FE0-SA0-SU3-JO5","2024-08-28 - aselermekova20
SpokenBy:Lobo",AN0-DI0-FE0-SA0-SU3-JO5,Lobo,TRAIN
1503,QC copy - 1502 - 09 Mundos sin Liga de la Justicia Green Lantern 1 - DCVMM Lobo.xlsx,6,4,2,BUT I'M STILL THINKING ABOUT THOSE BEAUTIFUL FRAGGING FISH!,"2024-08-28 - aselermekova20
Feeling:AN5-DI0-FE0-SA0-SU5-JO0

2024-08-28 - aselermekova20
SpokenBy:Lobo","2024-08-28 - aselermekova20
Feeling:AN5-DI0-FE0-SA0-SU5-JO0","2024-08-28 - aselermekova20
SpokenBy:Lobo",AN5-DI0-FE0-SA0-SU5-JO0,Lobo,TRAIN
1504,QC copy - 1502 - 09 Mundos sin Liga de la Justicia Green Lantern 1 - DCVMM Lobo.xlsx,6,4,3,"""… WHICH HE STRETCHED OUT SO PROUDLY, AND BROUGHT THEM AWAY, AND HANGED THEM UP TOWARD JERUSALEM. ""","2024-08-28 - aselermekova20
Feeling:AN0-DI0-FE0-SA0-SU0-JO5

2024-08-28 - aselermekova20
SpokenBy:ID-1","2024-08-28 - aselermekova20
Feeling:AN0-DI0-FE0-SA0-SU0-JO5","2024-08-28 - aselermekova20
SpokenBy:ID-1",AN0-DI0-FE0-SA0-SU0-JO5,ID-1,TRAIN
1505,QC copy - 1502 - 09 Mundos sin Liga de la Justicia Green Lantern 1 - DCVMM Lobo.xlsx,6,5,1,IT'S NOT MY FAULT. YOU BASTICHES JUST DIE GOOD. THAT'S ON YOU.,"2024-08-28 - aselermekova20
Feeling:AN5-DI0-FE0-SA0-SU2-JO0

2024-08-28 - aselermekova20
SpokenBy:Lobo","2024-08-28 - aselermekova20
Feeling:AN5-DI0-FE0-SA0-SU2-JO0","2024-08-28 - aselermekova20
SpokenBy:Lobo",AN5-DI0-FE0-SA0-SU2-JO0,Lobo,TRAIN
1506,QC copy - 1502 - 09 Mundos sin Liga de la Justicia Green Lantern 1 - DCVMM Lobo.xlsx,6,5,2,"SO LET'S SAY EIGHTY PERCENT FUN, TWENTY PERCENT FISH.","2024-08-28 - aselermekova20
Feeling:AN0-DI0-FE0-SA0-SU2-JO4

2024-08-28 - aselermekova20
SpokenBy:Lobo","2024-08-28 - aselermekova20
Feeling:AN0-DI0-FE0-SA0-SU2-JO4","2024-08-28 - aselermekova20
SpokenBy:Lobo",AN0-DI0-FE0-SA0-SU2-JO4,Lobo,TRAIN
1507,QC copy - 1502 - 09 Mundos sin Liga de la Justicia Green Lantern 1 - DCVMM Lobo.xlsx,6,5,3,THAT STILL AIN'T BAD!,"2024-08-28 - aselermekova20
Feeling:AN0-DI0-FE0-SA0-SU0-JO3

2024-08-28 - aselermekova20
SpokenBy:Lobo","2024-08-28 - aselermekova20
Feeling:AN0-DI0-FE0-SA0-SU0-JO3","2024-08-28 - aselermekova20
SpokenBy:Lobo",AN0-DI0-FE0-SA0-SU0-JO3,Lobo,TRAIN
1508,QC copy - 1502 - 09 Mundos sin Liga de la Justicia Green Lantern 1 - DCVMM Lobo.xlsx,6,5,4,""" FOR THIS CAUSE THE PEOPLE REJOICED GREATLY…""","2024-08-28 - aselermekova20
Feeling:AN0-DI0-FE0-SA0-SU0-JO5

2024-08-28 - aselermekova20
SpokenBy:ID-1","2024-08-28 - aselermekova20
Feeling:AN0-DI0-FE0-SA0-SU0-JO5","2024-08-28 - aselermekova20
SpokenBy:ID-1",AN0-DI0-FE0-SA0-SU0-JO5,ID-1,TRAIN
1509,QC copy - 1502 - 09 Mundos sin Liga de la Justicia Green Lantern 1 - DCVMM Lobo.xlsx,6,6,1,"DAMN, THIS IS A FRAGGING GOOD TIME!","2024-08-28 - aselermekova20
Feeling:AN5-DI0-FE0-SA0-SU0-JO5

2024-08-28 - aselermekova20
SpokenBy:Lobo","2024-08-28 - aselermekova20
Feeling:AN5-DI0-FE0-SA0-SU0-JO5","2024-08-28 - aselermekova20
SpokenBy:Lobo",AN5-DI0-FE0-SA0-SU0-JO5,Lobo,TRAIN
1510,QC copy - 1502 - 09 Mundos sin Liga de la Justicia Green Lantern 1 - DCVMM Lobo.xlsx,6,6,2,WHAT THE FRAG WERE WE FIGHTING ABOUT?,"2024-08-28 - aselermekova20
Feeling:AN5-DI0-FE0-SA0-SU3-JO0

2024-08-28 - aselermekova20
SpokenBy:Lobo","2024-08-28 - aselermekova20
Feeling:AN5-DI0-FE0-SA0-SU3-JO0","2024-08-28 - aselermekova20
SpokenBy:Lobo",AN5-DI0-FE0-SA0-SU3-JO0,Lobo,TRAIN
1511,QC copy - 1502 - 09 Mundos sin Liga de la Justicia Green Lantern 1 - DCVMM Lobo.xlsx,6,6,3,"""… AND THEY KEPT THAT DAY A DAY OF GREAT GLADNESS. ""","2024-08-28 - aselermekova20
Feeling:AN0-DI0-FE0-SA0-SU5-JO5

2024-08-28 - aselermekova20
SpokenBy:ID-1","2024-08-28 - aselermekova20
Feeling:AN0-DI0-FE0-SA0-SU5-JO5","2024-08-28 - aselermekova20
SpokenBy:ID-1",AN0-DI0-FE0-SA0-SU5-JO5,ID-1,TRAIN
1512,QC copy - 1502 - 09 Mundos sin Liga de la Justicia Green Lantern 1 - DCVMM Lobo.xlsx,7,1,1,ALL OF THIS COULD HAVE BEEN SO EASILY AVOIDED.,"2024-08-28 - aselermekova20
Feeling:AN5-DI0-FE0-SA0-SU0-JO0

2024-08-28 - aselermekova20
SpokenBy:Director","2024-08-28 - aselermekova20
Feeling:AN5-DI0-FE0-SA0-SU0-JO0","2024-08-28 - aselermekova20
SpokenBy:Director",AN5-DI0-FE0-SA0-SU0-JO0,Director,TRAIN
1513,QC copy - 1502 - 09 Mundos sin Liga de la Justicia Green Lantern 1 - DCVMM Lobo.xlsx,7,1,2,""" NEVERTHELESS UNTO THEM THAT REMAINED HE SAID… ""","2024-08-28 - aselermekova20
Feeling:AN0-DI0-FE0-SA5-SU2-JO0

2024-08-28 - aselermekova20
SpokenBy:ID-1","2024-08-28 - aselermekova20
Feeling:AN0-DI0-FE0-SA5-SU2-JO0","2024-08-28 - aselermekova20
SpokenBy:ID-1",AN0-DI0-FE0-SA5-SU2-JO0,ID-1,TRAIN
1514,QC copy - 1502 - 09 Mundos sin Liga de la Justicia Green Lantern 1 - DCVMM Lobo.xlsx,7,2,1,"ALL YOU HAD TO DO WAS RESPECT OUR CONCLUSION, A CONCLUSION FOUNDED IN ESSENTIAL AND IMPERMEABLE LOGIC.","2024-08-28 - aselermekova20
Feeling:AN5-DI0-FE0-SA0-SU0-JO2

2024-08-28 - aselermekova20
SpokenBy:Director","2024-08-28 - aselermekova20
Feeling:AN5-DI0-FE0-SA0-SU0-JO2","2024-08-28 - aselermekova20
SpokenBy:Director",AN5-DI0-FE0-SA0-SU0-JO2,Director,TRAIN
1515,QC copy - 1502 - 09 Mundos sin Liga de la Justicia Green Lantern 1 - DCVMM Lobo.xlsx,7,2,2,"""… LET US ARISE AND GO UP AGAINST OUR ENEMIES, IF PERADVENTURE WE MAY BE ABLE TO FIGHT WITH THEM. ""","2024-08-28 - aselermekova20
Feeling:AN5-DI0-FE0-SA0-SU5-JO0

2024-08-28 - aselermekova20
SpokenBy:ID-1","2024-08-28 - aselermekova20
Feeling:AN5-DI0-FE0-SA0-SU5-JO0","2024-08-28 - aselermekova20
SpokenBy:ID-1",AN5-DI0-FE0-SA0-SU5-JO0,ID-1,TRAIN
